Time,ID,Lat,Lon,Alt,#,SSID,MAC,Frequncy,Signal,SSID,MAC,Frequncy,Signal,SSID,MAC,Frequncy,Signal,SSID,MAC,Frequncy,Signal,SSID,MAC,Frequncy,Signal,SSID,MAC,Frequncy,Signal,SSID,MAC,Frequncy,Signal,SSID,MAC,Frequncy,Signal,SSID,MAC,Frequncy,Signal,SSID,MAC,Frequncy,Signal
2017-10-27 16:12:01,PB2PRO,32.16857397,34.81328609,-9.0,2,ben moshe,b4:ee:b4:36:d2:b0,2.4,-51,ben moshe,b0:b2:8f:37:ba:c7,2.4,-62
2017-10-27 16:13:51,OnePlus3T,32.16876665,34.81320794,37.0,9,osnatg370,c0:ac:54:f5:7b:a7,2.4,-86,OP2,a0:63:91:69:f6:af,2.4,-80,Howmanyistwo,74:da:38:50:77:f2,2.4,-81,Robert1,3c:1e:04:03:7f:17,2.4,-82,BezeqFree,6a:12:f5:f9:5e:71,2.4,-85,NGOGA,30:b5:c2:fe:aa:56,2.4,-87,Lubelsky,c0:4a:00:ba:e8:f6,5.0,-88,tslila,c4:3d:c7:5a:79:1c,2.4,-89,DIRECT-35-HP DeskJet 3830 series,98:e7:f4:c6:4b:37,2.4,-94
2017-10-27 16:13:53,OnePlus3T,32.16876425,34.81321225,36.0,1,BezeqFree,6a:12:f5:f9:5e:71,2.4,-79
2017-10-27 16:14:37,PB2PRO,32.16866695,34.81322274,38.0,9,Robert1,3c:1e:04:03:7f:17,2.4,-81,Howmanyistwo,74:da:38:50:77:f2,2.4,-83,tslila,c4:3d:c7:5a:79:1c,2.4,-87,BezeqFree,6a:12:f5:f9:5e:71,2.4,-90,osnatg370,c0:ac:54:f5:7b:a7,2.4,-90,OP2,a0:63:91:69:f6:af,2.4,-92,NGOGA,30:b5:c2:fe:aa:56,2.4,-92,DIRECT-35-HP DeskJet 3830 series,98:e7:f4:c6:4b:37,2.4,-93,HUAWEI-C7FB,48:db:50:34:c7:fb,2.4,-94
2017-10-27 16:14:52,PB2PRO,32.16868001,34.81321794,39.0,2,DIRECT-35-HP DeskJet 3830 series,98:e7:f4:c6:4b:37,2.4,-87,Ester,f8:e9:03:13:74:ee,2.4,-96
2017-10-27 16:15:07,OnePlus3T,32.16870993,34.81323603,39.0,4,Robert1,3c:1e:04:03:7f:17,2.4,-77,DIRECT-35-HP DeskJet 3830 series,98:e7:f4:c6:4b:37,2.4,-83,HUAWEI-C7FB,48:db:50:34:c7:fb,2.4,-88,hilda,00:02:6f:eb:a0:f4,2.4,-91
2017-10-27 16:15:07,PB2PRO,32.16868528,34.81321713,40.0,2,BezeqFree,6a:12:f5:f9:5e:71,2.4,-85,hilda,00:02:6f:eb:a0:f4,2.4,-92
2017-10-27 16:15:37,OnePlus3T,32.16881033,34.81237006,35.0,4,DIRECT-A5-HP DeskJet 4670 series,fc:3f:db:7e:60:a6,2.4,-79,May,14:cc:20:eb:cb:c6,2.4,-86,HOTBOX-D1D7,fc:b4:e6:cf:d1:dd,2.4,-88,Fuck Off Yourself,16:ae:db:c1:ae:55,2.4,-91
2017-10-27 16:15:37,PB2PRO,32.16882634,34.81238415,40.0,6,DIRECT-A5-HP DeskJet 4670 series,fc:3f:db:7e:60:a6,2.4,-81,LANDAU HOME,58:f3:9c:62:d2:60,2.4,-87,May,14:cc:20:eb:cb:c6,2.4,-90,HOTBOX-D1D7,fc:b4:e6:cf:d1:dd,2.4,-90,HOTBOX-72B6,7c:03:4c:ba:bf:55,2.4,-90,AEH-W4A1-b0411d287904,b0:41:1d:28:79:04,2.4,-96
