Time, ID, Lat, Lon, Alt,#,SSID1,MAC1,Frequncy1,Signal1,SSID2,MAC2,Frequncy2,Signal2,SSID3,MAC3,Frequncy3,Signal3,SSID4,MAC4,Frequncy4,Signal4,SSID5,MAC5,Frequncy5,Signal5,SSID6,MAC6,Frequncy6,Signal6,SSID7,MAC7,Frequncy7,Signal7,SSID8,MAC8,Frequncy8,Signal8,SSID9,MAC9,Frequncy9,Signal9,SSID10,MAC10,Frequncy10,Signal10
2017-10-27 16:12:01,PB2PRO,32.16857397,34.81328609,-9,2,ben moshe,b4:ee:b4:36:d2:b0,2.4Ghz,-51,ben moshe,b0:b2:8f:37:ba:c7,2.4Ghz,-62
2017-10-27 16:13:51,OnePlus3T,32.16876665,34.81320794,37,9,osnatg370,c0:ac:54:f5:7b:a7,2.4Ghz,-86,OP2,a0:63:91:69:f6:af,2.4Ghz,-80,Howmanyistwo,74:da:38:50:77:f2,2.4Ghz,-81,Robert1,3c:1e:04:03:7f:17,2.4Ghz,-82,BezeqFree,6a:12:f5:f9:5e:71,2.4Ghz,-85,NGOGA,30:b5:c2:fe:aa:56,2.4Ghz,-87,Lubelsky,c0:4a:00:ba:e8:f6,5Ghz,-88,tslila,c4:3d:c7:5a:79:1c,2.4Ghz,-89,DIRECT-35-HP DeskJet 3830 series,98:e7:f4:c6:4b:37,2.4Ghz,-94
2017-10-27 16:13:53,OnePlus3T,32.16876425,34.81321225,36,1,BezeqFree,6a:12:f5:f9:5e:71,2.4Ghz,-79
2017-10-27 16:14:37,PB2PRO,32.16866695,34.81322274,38,9,Robert1,3c:1e:04:03:7f:17,2.4Ghz,-81,Howmanyistwo,74:da:38:50:77:f2,2.4Ghz,-83,tslila,c4:3d:c7:5a:79:1c,2.4Ghz,-87,BezeqFree,6a:12:f5:f9:5e:71,2.4Ghz,-90,osnatg370,c0:ac:54:f5:7b:a7,2.4Ghz,-90,OP2,a0:63:91:69:f6:af,2.4Ghz,-92,NGOGA,30:b5:c2:fe:aa:56,2.4Ghz,-92,DIRECT-35-HP DeskJet 3830 series,98:e7:f4:c6:4b:37,2.4Ghz,-93,HUAWEI-C7FB,48:db:50:34:c7:fb,2.4Ghz,-94
2017-10-27 16:14:52,PB2PRO,32.16868001,34.81321794,39,2,DIRECT-35-HP DeskJet 3830 series,98:e7:f4:c6:4b:37,2.4Ghz,-87,Ester,f8:e9:03:13:74:ee,2.4Ghz,-96
2017-10-27 16:15:07,OnePlus3T,32.16870993,34.81323603,39,4,Robert1,3c:1e:04:03:7f:17,2.4Ghz,-77,DIRECT-35-HP DeskJet 3830 series,98:e7:f4:c6:4b:37,2.4Ghz,-83,HUAWEI-C7FB,48:db:50:34:c7:fb,2.4Ghz,-88,hilda,00:02:6f:eb:a0:f4,2.4Ghz,-91
2017-10-27 16:15:07,PB2PRO,32.16868528,34.81321713,40,2,BezeqFree,6a:12:f5:f9:5e:71,2.4Ghz,-85,hilda,00:02:6f:eb:a0:f4,2.4Ghz,-92
2017-10-27 16:15:37,OnePlus3T,32.16881033,34.81237006,35,4,DIRECT-A5-HP DeskJet 4670 series,fc:3f:db:7e:60:a6,2.4Ghz,-79,May,14:cc:20:eb:cb:c6,2.4Ghz,-86,HOTBOX-D1D7,fc:b4:e6:cf:d1:dd,2.4Ghz,-88,Fuck Off Yourself,16:ae:db:c1:ae:55,2.4Ghz,-91
2017-10-27 16:15:37,PB2PRO,32.16882634,34.81238415,40,6,DIRECT-A5-HP DeskJet 4670 series,fc:3f:db:7e:60:a6,2.4Ghz,-81,LANDAU HOME,58:f3:9c:62:d2:60,2.4Ghz,-87,May,14:cc:20:eb:cb:c6,2.4Ghz,-90,HOTBOX-D1D7,fc:b4:e6:cf:d1:dd,2.4Ghz,-90,HOTBOX-72B6,7c:03:4c:ba:bf:55,2.4Ghz,-90,AEH-W4A1-b0411d287904,b0:41:1d:28:79:04,2.4Ghz,-96
2017-10-27 16:15:52,OnePlus3T,32.16874461,34.8109685,26,10,osnatg370,c0:ac:54:f5:7b:a7,2.4Ghz,-85,Nomi Fix WIFI,c4:6e:1f:30:2b:7c,2.4Ghz,-69,Robert1,3c:1e:04:03:7f:17,2.4Ghz,-78,DIRECT-A5-HP DeskJet 4670 series,fc:3f:db:7e:60:a6,2.4Ghz,-79,HOTBOX111,90:f6:52:28:38:19,2.4Ghz,-84,NGOGA,30:b5:c2:fe:aa:56,2.4Ghz,-85,Howmanyistwo,74:da:38:50:77:f2,2.4Ghz,-85,Lubelsky,c0:4a:00:ba:e8:f6,5Ghz,-86,May,14:cc:20:eb:cb:c6,2.4Ghz,-86,Shaul1,fc:b4:e6:1e:0a:78,2.4Ghz,-87
2017-10-27 16:15:52,PB2PRO,32.16874744,34.8109599,41,10,Robert1,3c:1e:04:03:7f:17,2.4Ghz,-86,HOTBOX111,90:f6:52:28:38:19,2.4Ghz,-71,HOTBOX111,c0:ac:54:f6:ae:5e,2.4Ghz,-76,DIRECT-A5-HP DeskJet 4670 series,fc:3f:db:7e:60:a6,2.4Ghz,-81,Nomi Fix WIFI,c4:6e:1f:30:2b:7c,2.4Ghz,-84,BezeqFree,6a:12:f5:f9:5e:71,2.4Ghz,-85,Howmanyistwo,74:da:38:50:77:f2,2.4Ghz,-87,LANDAU HOME,58:f3:9c:62:d2:60,2.4Ghz,-87,DIRECT-33-HP OfficeJet 6950,98:e7:f4:00:94:35,2.4Ghz,-87,NGOGA,30:b5:c2:fe:aa:56,2.4Ghz,-88
2017-10-27 16:16:07,OnePlus3T,32.16828882,34.81039765,26,6,Rina,00:26:5a:77:8c:db,2.4Ghz,-83,GUYFI,c8:60:00:b1:d4:50,2.4Ghz,-83,Oberyn Martell,18:d6:c7:fb:1c:0e,2.4Ghz,-84,BARON WIFI 2.4,60:e3:27:bf:a1:a5,2.4Ghz,-84,simon,e4:6f:13:73:0a:c2,2.4Ghz,-86,Levy,d8:fb:5e:f5:82:9a,2.4Ghz,-88
2017-10-27 16:16:07,PB2PRO,32.1682687,34.81030598,45,7,BARON WIFI 2.4,60:e3:27:bf:a1:a5,2.4Ghz,-80,Oberyn Martell,18:d6:c7:fb:1c:0e,2.4Ghz,-83,simon,e4:6f:13:73:0a:c2,2.4Ghz,-87,GUYFI,c8:60:00:b1:d4:50,2.4Ghz,-90,Rina,00:26:5a:77:8c:db,2.4Ghz,-90,HP-Print-a2-LaserJet 400 color,e4:d5:3d:7d:d6:a2,2.4Ghz,-90,terry_ap,5c:83:8f:33:bd:68,2.4Ghz,-91
2017-10-27 16:16:09,OnePlus3T,32.16808141,34.81029707,27,4,kessel_2,90:ef:68:30:6b:69,2.4Ghz,-81,888Corp,0a:8d:db:6e:71:13,2.4Ghz,-83,888Free,06:8d:db:6e:71:13,2.4Ghz,-88,RS_GUEST,ec:08:6b:38:0d:dd,5Ghz,-89
2017-10-27 16:16:22,PB2PRO,32.16763949,34.80988697,45,10,Robert1,3c:1e:04:03:7f:17,2.4Ghz,-86,HOTBOX111,90:f6:52:28:38:19,2.4Ghz,-71,HOTBOX111,c0:ac:54:f6:ae:5e,2.4Ghz,-76,888Free,06:8d:db:6e:71:6d,2.4Ghz,-80,CEO-WiFi_2.4,c4:12:f5:80:24:0b,2.4Ghz,-82,888Free,06:8d:db:6e:71:bf,2.4Ghz,-82,Nomi Fix WIFI,c4:6e:1f:30:2b:7c,2.4Ghz,-84,BezeqFree,6a:12:f5:f9:5e:71,2.4Ghz,-85,smartsell,78:e8:b6:69:2c:91,2.4Ghz,-85,888Free,06:8d:db:6e:71:be,2.4Ghz,-85
2017-10-27 16:16:26,OnePlus3T,32.167987,34.8101175,0,10,888Corp,0a:8d:cb:6e:71:bf,5Ghz,-86,DIRECT-a8-HP M477 LaserJet,aa:6b:ad:04:c6:a8,2.4Ghz,-77,Mouly,7c:b7:33:2e:76:73,2.4Ghz,-79,888Guest,02:8d:db:6e:71:bf,2.4Ghz,-80,888Corp,0a:8d:db:6e:71:bf,2.4Ghz,-81,888Free,06:8d:db:6e:71:bf,2.4Ghz,-83,888Corp,0a:8d:db:6e:71:6d,2.4Ghz,-85,lavel-2,74:da:38:ae:91:7b,2.4Ghz,-85,Efrat Networks MM,94:f6:65:5b:b2:28,2.4Ghz,-85,888Guest,02:8d:db:6e:71:6d,2.4Ghz,-85
