03/12/2017 08:37,model=SM-G950F_device=dreamlte,32.1025333,35.20726399,699.2877605,7,afikim-wifi,00:1a:dd:e3:06:e4,1,-78,Moria,d8:fe:e3:03:5a:31,6,-83,AUC_51_3,00:27:19:e3:2d:fe,1,-86,AUC_54_R,00:25:86:cc:00:f8,5,-86,surikat,14:ae:db:32:52:12,6,-89,Ariel_University,1c:b9:c4:16:f1:98,11,-90,afikim-wifi,34:0b:01:19:21:42,7,-91,,,,,,,,,,,,
03/12/2017 08:37,model=SM-G950F_device=dreamlte,32.10252819,35.2073457,700.1622739,10,afikim-wifi,00:1a:dd:e3:06:e4,1,-53,Moria,d8:fe:e3:03:5a:31,6,-78,Lidor a,a0:4f:d4:3b:e9:01,6,-84,tanya,14:ae:db:3a:64:05,1,-86,Hagar,10:be:f5:3b:68:2c,11,-87,Ariel_University,1c:b9:c4:16:f4:7c,36,-87,Ariel_University,ec:8c:a2:08:a9:38,6,-88,Yan,00:21:04:4c:2a:a2,6,-89,Cellcom-WiFi_0123,a0:4f:d4:3a:a0:e1,11,-89,Ariel_University,ec:8c:a2:08:94:1c,44,-89
03/12/2017 08:37,model=SM-G950F_device=dreamlte,32.10251814,35.20734901,698.9056862,10,Ariel_University,ec:8c:a2:08:94:18,1,-76,Sveta,d0:0f:6d:f1:35:2f,4,-85,ear,a0:ab:1b:59:55:54,1,-85,Knoch,b0:48:7a:a1:80:8c,4,-86,LARISA,10:be:f5:39:8f:f2,3,-86,netbox-550b,00:12:2a:39:2c:3c,1,-86,Home,10:be:f5:a7:b4:f4,7,-87, ,1c:b9:c4:96:f1:97,60,-88,Ariel_University,ec:8c:a2:08:78:cc,48,-89,Ariel_University,1c:b9:c4:16:d2:88,11,-92
03/12/2017 08:37,model=SM-G950F_device=dreamlte,32.10251582,35.20733918,697.9931738,4,BEZEQINT-8831,14:ae:db:43:88:35,6,-85,Ariel_University,ec:8c:a2:09:03:38,1,-85,Ariel_University,1c:b9:c4:14:33:c8,11,-90, ,1c:b9:c4:96:28:f7,36,-91,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2017 08:37,model=SM-G950F_device=dreamlte,32.10252096,35.20731866,696.826181,3,Ariel_University,ec:8c:a2:08:94:1c,44,-84, ,1c:b9:c4:96:f4:77,36,-85, ,ec:8c:a2:88:94:17,44,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2017 08:37,model=SM-G950F_device=dreamlte,32.10251744,35.20733873,695.5775666,2,victoria,00:8c:54:90:ce:d1,11,-89,Ariel_University,ec:8c:a2:08:78:c8,6,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2017 08:37,model=SM-G950F_device=dreamlte,32.10245839,35.20743113,694.8881938,4,BezeqFree,06:ae:db:3a:64:05,1,-84,Ariel_University,1c:b9:c4:14:33:cc,48,-89,Mama,14:ae:db:cb:05:f5,11,-90,SGH-I337M,ec:9b:f3:26:ab:3a,6,-92,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2017 08:37,model=SM-G950F_device=dreamlte,32.10246378,35.2075634,694.1299433,1,Hoom_2.4,80:37:73:d7:ab:3a,1,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2017 08:37,model=SM-G950F_device=dreamlte,32.10258799,35.20759021,693.1085203,5, ,ec:8c:a2:89:03:37,44,-77,Ariel_University,ec:8c:a2:09:03:3c,44,-77,Ariel_University,1c:b9:c4:16:f4:7c,36,-81,Ariel_University,1c:b9:c4:16:d2:8c,44,-88,__ery,14:ae:db:58:0d:6d,11,-91,,,,,,,,,,,,,,,,,,,,
03/12/2017 08:37,model=SM-G950F_device=dreamlte,32.1026346,35.20757686,692.0341048,3,Ariel_University,ec:8c:a2:09:03:38,1,-77,bezek freeee,cc:fa:00:ae:93:46,6,-86,vladimir,00:0e:f4:c1:50:14,11,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2017 08:37,model=SM-G950F_device=dreamlte,32.10273178,35.20757723,691.3394899,2,Ariel_University,ec:8c:a2:08:a9:3c,36,-90,Ariel_University,1c:b9:c4:16:28:f8,6,-91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2017 08:37,model=SM-G950F_device=dreamlte,32.10286151,35.2076292,691.1036072,3,HOTFiber-3C40,a4:08:f5:20:72:6a,1,-87,Ariel_University,ec:8c:a2:08:77:48,6,-88,Biren2809,14:ae:db:cf:86:f5,11,-91,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2017 08:37,model=SM-G950F_device=dreamlte,32.1029743,35.20769755,690.9460551,5,Ariel_University,1c:b9:c4:16:f4:78,1,-78,SGH-I337M,ec:9b:f3:26:ab:3a,6,-79,Ariel_University,ec:8c:a2:08:a9:38,6,-81, ,1c:b9:c4:96:d2:87,44,-89,Ariel_University,ec:8c:a2:09:93:b8,11,-90,,,,,,,,,,,,,,,,,,,,
03/12/2017 08:37,model=SM-G950F_device=dreamlte,32.10309345,35.20773997,690.9058113,2,Ariel_University,ec:8c:a2:08:a9:3c,36,-75,Ariel_University,ec:8c:a2:08:7a:1c,44,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2017 08:37,model=SM-G950F_device=dreamlte,32.10317578,35.20775336,690.8658803,5,Ariel_University,ec:8c:a2:09:03:38,1,-71,Ariel_University,ec:8c:a2:08:a9:28,11,-87,Ariel_University,ec:8c:a2:09:0c:cc,44,-88,Ariel_University,ec:8c:a2:08:78:3c,40,-89,Ariel_University,ec:8c:a2:08:a9:2c,44,-91,,,,,,,,,,,,,,,,,,,,
03/12/2017 08:37,model=SM-G950F_device=dreamlte,32.10325457,35.20776622,690.8153989,6,Ariel_University,ec:8c:a2:08:7a:1c,44,-79,Ariel_University,ec:8c:a2:09:0c:cc,44,-80, ,ec:8c:a2:88:a9:27,44,-81, ,ec:8c:a2:88:a9:37,36,-81,Ariel_University,ec:8c:a2:26:ae:28,11,-88,richman,a0:4f:d4:46:a9:e1,11,-92,,,,,,,,,,,,,,,,
03/12/2017 08:37,model=SM-G950F_device=dreamlte,32.10332339,35.20778663,690.7687922,9,Ariel_University,ec:8c:a2:08:7a:1c,44,-71, ,ec:8c:a2:88:7a:17,44,-71,Ariel_University,ec:8c:a2:08:7a:18,1,-71,Ariel_University,ec:8c:a2:08:a9:28,11,-79,Ariel_University,ec:8c:a2:08:78:38,1,-81,Ariel_University,ec:8c:a2:26:b0:58,6,-84, ,ec:8c:a2:88:78:37,40,-90,Ariel_University,ec:8c:a2:08:7b:8c,40,-91,Ariel_University,ec:8c:a2:09:86:d8,6,-92,,,,
03/12/2017 08:38,model=SM-G950F_device=dreamlte,32.10342051,35.20780553,690.6874449,4, ,ec:8c:a2:89:0c:c7,44,-86,Ariel_University,ec:8c:a2:09:0c:c8,1,-86, ,ec:8c:a2:88:7b:87,40,-87,Ariel_University,ec:8c:a2:08:90:cc,36,-87,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2017 08:38,model=SM-G950F_device=dreamlte,32.10345292,35.20781064,690.6563445,1,Ariel_University,ec:8c:a2:08:90:c8,11,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2017 08:38,model=SM-G950F_device=dreamlte,32.10353355,35.20781292,690.579513,10,Ariel_University,ec:8c:a2:08:a9:28,11,-71,Ariel_University,ec:8c:a2:09:8c:38,1,-80,Ariel_University,ec:8c:a2:08:7b:8c,40,-81,Ariel_University,ec:8c:a2:08:a9:2c,44,-81, ,00:27:22:f3:bb:3a,6,-86, ,00:27:22:f3:bb:86,6,-87,Ariel_University,1c:b9:c4:16:d2:88,11,-88, ,ec:8c:a2:88:94:17,44,-88,Ariel_University,ec:8c:a2:09:8c:3c,44,-88,Ariel_University,ec:8c:a2:08:94:1c,44,-88
